,A,B,C,D
2000-04-02,-8.969353002795868,2.9145911859313776,13.639255378682845,2.0432956029001175
2000-04-03,-8.712105829131984,2.4133510730841934,13.443933678949016,0.9948763758131598
2000-04-04,-7.540645563655055,2.1128650748459115,14.709818984363105,0.2377030543377323
2000-04-05,-8.890065781447456,1.8261451039841967,13.63941673284906,0.9401629070359212
2000-04-06,-8.078762956050081,2.952626390719611,14.053363497241538,1.5378297525885498
2000-04-07,-9.302359397021727,2.528756176116242,12.279700475134533,1.4116383892552675
2000-04-08,-10.678865245459258,1.4651827775603214,13.258135213241902,1.9071244856144647
2000-04-09,-11.984696846885807,1.1537496976246222,13.931097703135412,1.2547231828073424
2000-04-10,-13.39652423358925,0.6393569294838625,13.059606520862566,1.424609066729881
2000-04-11,-13.480169161817846,-0.15445422800864694,12.527495601387791,1.3395507398015019
2000-04-12,-13.104172640425697,-1.4863672667173322,10.53152351303918,1.2031105687526655
2000-04-13,-12.612325010071066,-1.237149698116324,12.104471117355402,1.7933348072868571
2000-04-14,-12.182273050749234,-1.2915926349189844,11.086961169974698,2.7382767547430564
2000-04-15,-11.706443468295733,-1.617937591046195,10.744355442742282,3.3148484253597807
2000-04-16,-12.494700647570362,-3.008802033681126,12.250129043160182,2.461547423543235
2000-04-17,-13.402462454103649,-3.182990635748068,11.510992772234367,2.306690853989556
2000-04-18,-14.25792992929565,-2.1061279453468966,10.248187744372856,1.2106869248106917
2000-04-19,-15.389561791512683,-2.293724193003824,10.084915015802093,1.5834661221662012
2000-04-20,-14.446740822632194,-2.6790542482213877,9.471739625071214,1.1724992898777398
2000-04-21,-12.328743798772189,-3.2312597151489193,9.94193111662458,3.2496649905720414
2000-04-22,-12.938912706159986,-3.9783477465614396,11.111439574837437,5.769122802863703
2000-04-23,-14.192571429072533,-3.621083434734057,10.15190485142209,6.483913966439696
2000-04-24,-15.083712778179255,-3.8714894524210752,10.735113435750405,7.636569394850976
2000-04-25,-15.697801101379381,-4.25238764191844,12.63662926115856,6.205449732739115
2000-04-26,-14.454444812537375,-3.927510920633453,12.976136600643274,6.6475272962818535
2000-04-27,-13.699483791789913,-4.893523383938994,14.389084423313331,5.421387856971222
2000-04-28,-13.42328308787466,-4.4843394658741635,14.576607044124744,5.365414113830312
2000-04-29,-13.144473282036113,-4.85206711219823,14.780013961716282,5.000352003260122
2000-04-30,-13.852398940182464,-3.9842615482065877,16.747730782056983,3.3509898932315725
2000-05-01,-14.043765247874827,-3.760224713184169,17.365267966065026,3.4085974473086993
2000-05-02,-12.955242035806895,-2.8241717420511767,18.825863802677855,3.4144316789589264
2000-05-03,-12.148675747780098,-3.080103840794725,19.66362070873959,5.484113668719858
2000-05-04,-12.564955936034467,-4.467431350920818,19.920620340112485,4.998438083089053
2000-05-05,-13.1066962981497,-5.682019254781957,20.48129022713523,4.424599964564564
2000-05-06,-14.679789098172666,-6.174892501428296,21.48868161455029,3.723849272373414
2000-05-07,-15.45511848471992,-7.630557271618933,22.18481582999073,3.0444247997966927
2000-05-08,-16.140867594988293,-5.8129969170714935,21.370987561008725,2.0597318441188524
2000-05-09,-18.64337426175115,-6.126298362406583,21.786435465533092,0.5695108726235056
2000-05-10,-18.849673127142,-5.83060117769501,21.884284477729995,-0.4017224985832556
2000-05-11,-19.947485728994913,-4.990358140066225,22.42071315795619,-0.6784272189899159
2000-05-12,-19.626617426240177,-4.500463582700554,22.99580925202061,-0.1479284942670015
2000-05-13,-22.51392659724995,-4.9834378056327555,22.23766121781125,0.3399795149602376
2000-05-14,-24.270392241026663,-3.811071220902151,22.12217251464228,0.49496203095256586
2000-05-15,-23.80994471111747,-3.7073851438082577,22.6466625752426,0.8189330119064715
2000-05-16,-23.383082406139042,-4.787665166119373,21.727068079989795,0.6105649689516602
2000-05-17,-22.73837803555017,-3.1040106819128033,22.357938853951975,1.3567713839349973
2000-05-18,-20.747799486932287,-5.000619236042094,22.153056348200025,1.0546913001371097
2000-05-19,-21.393940678703302,-5.536185188972879,21.923387425369317,0.43069160362280456
2000-05-20,-21.541692353639288,-6.870564992984521,21.776700017923705,-0.909327995267361
2000-05-21,-20.80472139783256,-6.7625800655915,21.551371624542032,0.4315597330846159
2000-05-22,-18.94569127950978,-5.579781220807276,21.675395036897342,-0.17756170110433034
2000-05-23,-17.831194940947203,-6.928063551536912,22.287947920255284,-1.446677357239432
2000-05-24,-17.410277940263096,-8.495243615420382,23.77162544432126,-0.9533100744562473
2000-05-25,-16.691230099509408,-9.010644357301155,22.7466239296719,-1.3914359170816284
2000-05-26,-17.212521752902788,-8.268213559027357,22.079105715911115,-3.5582826897774766
2000-05-27,-14.393137509320795,-7.268773023882827,19.782151622893156,-3.740484527789027
2000-05-28,-13.997066975529162,-6.215766615923963,20.182170490722942,-3.211985989490298
2000-05-29,-12.77511138156876,-5.797168971396594,19.268165268659587,-2.378691227159851
2000-05-30,-13.755560013239892,-7.774358215239318,19.673447133910727,-2.3041609503822578
2000-05-31,-14.230849377664748,-6.59628121841094,20.180553846306875,-2.9139479150228986
2000-06-01,-14.934788625097024,-6.185002361071695,20.433707077926627,-4.003503983651114
2000-06-02,-14.608011178707168,-5.6645856529011835,19.48516061021226,-4.387435301299942
2000-06-03,-13.692012529921724,-5.917291383153636,18.895735031322555,-4.528038402331932
2000-06-04,-16.218402345535385,-6.439605431016073,19.39706287487715,-2.5462272671613664
2000-06-05,-16.02948745404906,-7.556321235731028,16.406917205499223,-4.165156084285011
2000-06-06,-15.80483820257478,-6.839936003120627,15.623862590758705,-3.902384785919312
2000-06-07,-15.747516807749557,-7.696603583398747,14.23182467352014,-2.3512390422706675
2000-06-08,-16.093877731235533,-5.426880907850977,14.602484403664585,-2.1257174423934937
2000-06-09,-16.41855445041578,-5.665665872226781,14.415427391536156,-1.1755491484425238
2000-06-10,-16.843414310228916,-6.9751119163579,12.434139752747347,-1.799260984281459
2000-06-11,-14.48827186062248,-8.959867724994496,11.866921108292471,-2.89108984390706
2000-06-12,-13.48266741515162,-9.487143588057489,11.83390175853045,-1.8956926550603095
2000-06-13,-12.725867982759672,-8.04052617418648,11.623639147370229,-2.4814247227503676
2000-06-14,-12.8943477076863,-8.33161310424366,13.703196106500926,-2.523170524380877
2000-06-15,-11.16280508954246,-8.590508710166544,10.664624765203,-1.527760700680775
2000-06-16,-9.67130433349161,-6.110198333413025,10.260699671281426,-3.5902603234339203
2000-06-17,-9.96861445552758,-6.538127697139647,7.895267619976245,-4.689365578148583
2000-06-18,-10.203711045551499,-5.722901729593748,8.696535090187615,-4.674405274283611
2000-06-19,-9.629597779653452,-7.909542215812628,7.546838018813897,-5.50939178415379
2000-06-20,-9.031934238653193,-7.96949405741672,8.870506859831103,-7.0023587772491975
2000-06-21,-8.466972789978387,-7.264591883684679,7.717565376207451,-7.02427135197612
2000-06-22,-6.220120158150305,-5.388584032283827,8.123124723822059,-7.828605130722396
2000-06-23,-7.54829296626985,-5.844758610612143,8.424978901893452,-7.789470082516486
2000-06-24,-7.5275199425955295,-5.863502752632091,9.258976228117788,-8.381074428136209
2000-06-25,-8.832740301396456,-6.772522068894539,9.36904828654609,-7.97734700112088
2000-06-26,-9.726946183278288,-6.337199054533903,11.432984421872131,-7.346471621385181
2000-06-27,-9.958740357278577,-6.250651594811153,10.29456787247849,-7.1247900366879735
2000-06-28,-10.66983586708095,-6.702108846606753,11.591161855465938,-7.680865597701358
2000-06-29,-9.408365711360782,-6.963833515794139,11.239673999443953,-8.906280594042093
2000-06-30,-8.349876986829086,-6.474232158645232,10.832963864529264,-9.248770472535718
2000-07-01,-7.318184985992872,-8.065510584350589,11.051949329027224,-10.359833065196176
2000-07-02,-7.436825952154541,-7.009525929033976,9.53874250918481,-11.564694673808487
2000-07-03,-6.252548982768788,-6.433361733426318,8.692635451811913,-11.79871303707315
2000-07-04,-7.316520942314105,-5.791408159382775,10.002083139618051,-10.501123849762806
2000-07-05,-6.49271175932226,-7.519817597602146,10.153741283991605,-9.299947213483334
2000-07-06,-6.181627829458842,-6.249629033829256,9.246560684093334,-9.437828422342788
2000-07-07,-5.235983332710382,-6.838470620677424,10.174862983031671,-9.99688786892136
2000-07-08,-5.360238366338898,-5.312721210205689,11.500802471459997,-9.586771404646889
2000-07-09,-6.355835896297888,-5.451083374838335,11.446986876989854,-8.866561703408504
2000-07-10,-4.44948377144391,-7.841954942856001,10.474764188639146,-9.20662718355871
2000-07-11,-2.549697673163709,-7.723720063448404,11.242778221882194,-9.60112261421265
2000-07-12,-1.7413678536941304,-6.699287990038099,10.809512050280196,-10.274443955175453
2000-07-13,-1.3213610806525258,-6.105977577062789,11.468904930321065,-9.465976010233401
2000-07-14,1.5036536473630424,-4.754133685771983,10.205577583882633,-10.03555722190918
2000-07-15,2.2769628295998796,-2.837447615631625,11.379606715211455,-11.894892594862538
2000-07-16,2.3859163058621062,-3.4964520410812625,11.92016622796042,-11.754602403573049
2000-07-17,3.5467590517649947,-2.2136789240157713,12.096252139566001,-11.74965521062579
2000-07-18,2.750613620405561,-2.339690997923795,12.192411307912709,-12.443601121821843
2000-07-19,1.6605381242498165,-2.34803917509054,11.441713645836263,-14.373924375198863
2000-07-20,2.2396427285275426,-1.0999809464399515,12.246611985979705,-16.092189865556414
2000-07-21,2.1735225607026862,0.13975009151573015,12.687995638151785,-16.321653700644983
2000-07-22,3.103716717635527,-1.215445044512864,13.727675377253826,-15.231445311791475
2000-07-23,2.689568513387868,-1.1935926677175623,12.291773612756366,-14.679152397509272
2000-07-24,3.2025239237357406,-1.234571274848492,14.04426783303487,-15.2629909902519
2000-07-25,0.6695457932496738,-0.3273060078669989,15.500250697953561,-15.306532654924709
2000-07-26,1.0409545061133378,-0.5264838565440993,15.743475135422967,-15.304497072729005
2000-07-27,0.6643898139087201,0.2068653488218991,15.185696950708037,-15.772562095908599
2000-07-28,0.6905498478539073,0.9205236357252458,17.30332090571141,-12.956808145021087
2000-07-29,-0.30447779523494567,0.7953025660597357,17.89318208765163,-12.972943632447361
2000-07-30,-0.3597431022736901,0.8954804941089681,17.352396345767723,-12.897237617402165
2000-07-31,-0.8760364442677154,2.720547839522911,17.40168703749997,-13.057873979380132
2000-08-01,-1.0003300486142859,2.8762202468141997,15.809148326954732,-13.210304395417873
2000-08-02,-0.5933919930993712,1.048304155736261,16.849508202890753,-13.85857476235614
2000-08-03,-0.8337913373625752,0.958025514240708,18.465091036719034,-15.277181201862644
2000-08-04,-3.125537164750871,1.8159063249162943,18.90077546923239,-16.803713400898406
2000-08-05,-3.687517159494041,2.794012624526208,21.284531124732116,-17.109175915584146
2000-08-06,-5.305604030263571,2.9918889953267844,19.621904948728083,-15.197526252473878
2000-08-07,-5.92692119663416,3.366922028592775,22.192704959571174,-16.00683642458136
2000-08-08,-5.972223002707696,3.2009787191620838,23.235042337916124,-16.987189066633864
2000-08-09,-6.042960490139203,2.8343109830046256,23.308818917343118,-16.357177361705
2000-08-10,-7.544325115811817,3.165368514008886,24.5516104185809,-17.043816267781636
2000-08-11,-6.476076725563439,2.164090488131012,25.169893083715408,-17.34983677015455
2000-08-12,-4.998962964606653,2.0164352326558026,25.611608810507697,-17.37702098347694
2000-08-13,-6.307822130655858,1.8392318136517376,26.081751839583102,-17.4220753182526
2000-08-14,-6.480109961910425,2.0844937936541794,26.23617510437831,-17.555464450367875
2000-08-15,-6.221278820166914,2.0200374335786004,27.05028760903503,-15.212693273204827
2000-08-16,-7.377047952631662,1.9201583584567472,26.517493798500773,-15.656514430417797
2000-08-17,-7.451400321388987,2.1733448355595226,27.98503472136712,-16.22626996355673
2000-08-18,-8.026291114126243,0.9030158950168692,27.698903557262582,-14.489414776575103
2000-08-19,-8.83567395192609,0.4732974284928629,28.47991330213393,-13.555838550965559
2000-08-20,-9.81104637641131,1.286399437579628,27.508205089865204,-13.882066824651735
2000-08-21,-10.09909904212048,1.5830143901777975,30.001306830881134,-12.766321430168308
2000-08-22,-10.04034120850987,0.4069067565968858,29.443148975554497,-14.026312895410708
2000-08-23,-9.672766105141298,1.033024436134844,29.398405671666147,-13.99946365081755
2000-08-24,-9.832656295794745,3.8745123449515355,29.4607588367253,-15.689224200031724
2000-08-25,-10.67779836172858,3.2384207487402197,29.519149820223486,-16.08701350300558
2000-08-26,-10.932248733672159,2.8800778806630882,30.100709340839245,-14.499127093208333
2000-08-27,-9.997310591361963,2.8524145106608203,29.245760572560386,-14.091250113796288
2000-08-28,-10.079150386462887,2.962420500212073,28.293287438807088,-13.54884859736368
2000-08-29,-10.479818483266145,2.911497311864324,28.958170566041574,-14.098703278580857
2000-08-30,-10.22722179419695,3.693325089601804,29.277417879793212,-16.522622725945897
2000-08-31,-11.975520746713933,2.0917434179395955,28.945808223665665,-15.931547695507229
2000-09-01,-11.188002078862137,1.3036584311683113,28.93466427588531,-16.589895778555004
2000-09-02,-12.328180505877762,1.1333093240087138,28.359478690575283,-16.519676418954553
2000-09-03,-14.811204873404588,1.770352837078588,27.909829735739315,-16.762153896359518
2000-09-04,-15.70295212663771,2.5060332055167676,28.872534688833504,-16.528961425527942
2000-09-05,-15.380984466106124,1.637369486864121,28.79124214876776,-15.565509653720703
2000-09-06,-16.60900207770935,1.061977401646142,27.185118117043892,-14.213551268326007
2000-09-07,-17.890023121535506,2.8817335320991013,25.127965648317407,-14.30753412554058
2000-09-08,-16.871248733338902,3.6537955338974584,25.033362379484682,-13.321237150093284
2000-09-09,-17.90581188895458,3.826163436447482,24.453318837076502,-14.70322156829441
2000-09-10,-16.555994126514783,3.6363438270086594,25.547591885658296,-12.904546960249748
2000-09-11,-15.081639400849157,4.149926177053894,26.106294889799184,-11.874271689296663
2000-09-12,-16.289635025368973,3.6335710060427617,25.033956631219606,-12.211126981039548
2000-09-13,-16.881070212964776,4.271695112382231,26.012152452086493,-11.682044237185684
2000-09-14,-14.961438642826616,3.874030747626955,27.176417980031985,-12.959163532519659
2000-09-15,-14.142232745631066,3.6648229623891253,27.480198277004902,-11.447300822786332
2000-09-16,-14.09440635922956,4.112987588441127,26.462808779084597,-11.502337698892731
2000-09-17,-12.515775338756335,3.497637651219858,26.27531225498765,-10.77498973623355
2000-09-18,-12.208639177428704,2.703286302866175,26.86395908221201,-11.615443932354014
2000-09-19,-12.284132617722532,4.089287617033135,27.38439499104165,-12.032709007894454
2000-09-20,-12.862441674707346,3.8260086542184273,26.509415629086398,-11.218778830699048
2000-09-21,-13.170677975585667,2.938095646903412,26.819162837255035,-11.810106631560373
2000-09-22,-13.610711059941178,1.8171262009939015,26.922249076442746,-10.952421084137837
2000-09-23,-15.682437566253153,1.050194657501892,27.639456239465538,-10.473542359472807
2000-09-24,-16.65674768987868,1.6241203687241734,26.68417385973824,-11.246764852830037
2000-09-25,-16.879262771376798,0.5294742732952868,27.223046028425294,-9.40562776836532
2000-09-26,-17.143332447822814,2.3080463046429953,28.0096013944443,-10.459736701538644
2000-09-27,-17.064819960211697,1.9409711539314036,27.34103976272151,-9.338573589689203
2000-09-28,-19.191104764692486,0.7731952219954141,26.087919926068153,-9.39903186250369
2000-09-29,-18.079762542465744,0.6661551007442059,24.46711024686384,-8.978075540375125
2000-09-30,-17.23543179966433,1.2975690639613386,24.880982330157266,-8.848413896047573
2000-10-01,-16.567159534492262,0.8661991047422886,26.337705736632454,-7.723898038230653
2000-10-02,-18.268371965488765,-0.27377101413990856,25.64261539971209,-7.987209542343941
2000-10-03,-18.881637350604667,1.1142054319950514,27.544714131206852,-7.807177985502212
2000-10-04,-18.590944378601655,0.5781095646402302,28.40595882894955,-10.528242401080934
2000-10-05,-17.517150316874552,-0.5223688205901044,28.812670021589945,-10.547486742392373
2000-10-06,-16.03997898424891,0.7308283716906568,29.016973906390206,-10.29646455141059
2000-10-07,-15.346868506989868,1.318246165749429,28.493587495603624,-9.06843654176398
2000-10-08,-18.256739713444862,1.6131025496591476,26.997542750339402,-9.19669993879126
2000-10-09,-17.137970449191233,0.3101120323455402,26.405283668521516,-10.328104445893374
2000-10-10,-18.653569159387168,-0.5561542909056121,25.471224643951093,-11.855482420723954
2000-10-11,-18.98808146470866,-0.8999981416366443,24.089714815694684,-13.009021432898347
2000-10-12,-21.309078402029424,-1.3627860109689818,24.602126193702144,-11.941857343382472
2000-10-13,-21.73798236810401,-1.6853902999973098,24.25362952486111,-13.100746516035933
2000-10-14,-23.55476841927793,-1.5866695298348712,24.750449948600355,-14.287883064342623
2000-10-15,-24.017088324026638,-2.5382369641149456,23.89156324598629,-15.026041092996794
2000-10-16,-23.95271558556451,-3.2395707358543127,23.264100682681864,-15.237763709226844
2000-10-17,-23.197915399851507,-3.74425428685647,23.943693433452825,-15.074363450037923
2000-10-18,-23.467170537343442,-3.8995822388005843,21.045089260005575,-15.215961497876775
2000-10-19,-24.466787806490508,-3.6101027720779273,21.70965254385308,-15.061190923510042
2000-10-20,-23.675699868351714,-4.0975348308617,22.040508755884222,-15.973406995309142
2000-10-21,-24.98613626335355,-4.3853248201828166,22.57815755839329,-15.614033203242563
2000-10-22,-25.059287737217375,-2.638821562230275,23.1105602342991,-14.797877790922625
2000-10-23,-24.986127148032914,-3.066268121951585,23.942996442721988,-13.739188692644484
2000-10-24,-25.18492308228327,-1.7299209174767016,24.283286035144876,-14.10232446568311
2000-10-25,-25.71541221899619,-2.6616779236388366,23.811754594347057,-14.846165380241747
2000-10-26,-24.985429522447987,-2.7939750267698393,21.966336495280572,-16.253389538923525
2000-10-27,-24.644939486284134,-2.083235424934345,21.989310264485987,-15.132530805884063
2000-10-28,-26.407492345434633,-2.280001088808791,22.998979316273818,-16.680576156276388
2000-10-29,-26.902759910354757,-2.160228928232739,22.973687451240064,-15.3672591033597
2000-10-30,-27.955465519432174,-2.5977506696422745,21.758438838373117,-15.174984878404254
2000-10-31,-27.100944940437053,-2.518334306430875,21.52490658810629,-15.339902126934756
2000-11-01,-25.37031337130835,-3.5132082718097757,21.623342597428124,-14.47320866016783
2000-11-02,-24.457498059267202,-3.3379678627189513,22.231991121612168,-14.938498846062501
2000-11-03,-26.222664771152317,-3.0290240888778346,22.488239565211575,-14.67247266674992
2000-11-04,-25.38269884953011,-2.905030501909912,21.593081678403177,-15.338492602775034
2000-11-05,-24.31606212176593,-2.532823597451921,20.505724879484656,-16.02092355373015
2000-11-06,-25.775619913923915,-1.7071666404538703,21.51885838367378,-15.639975523905644
2000-11-07,-24.82082779275661,-1.6338620416945593,20.524525352422973,-16.02454240882528
2000-11-08,-24.956642655822897,-0.858968540872308,21.97593696424365,-15.704151908128939
2000-11-09,-24.884645143410996,-1.3601883164672175,22.00783367550569,-15.925215779702356
2000-11-10,-24.679139554117096,-1.0029943431353874,21.637319722515883,-15.026487521117696
2000-11-11,-21.925676810270794,-1.9708427954449839,21.674914660260548,-14.039901182990976
2000-11-12,-21.913422335798522,-1.4369566820277468,22.93564138560174,-13.4339684067237
2000-11-13,-18.934105024941093,-3.2318171825802127,22.445211621814693,-13.08120427854575
2000-11-14,-18.835832816285112,-3.0656231313363684,20.463509364797506,-13.624558730913966
2000-11-15,-19.63008661942822,-3.251366389880053,22.1181610784662,-14.815947777174959
2000-11-16,-19.678954200921854,-2.5691364703033606,23.161366186230946,-14.572529071098197
2000-11-17,-19.436853909866695,-2.9709400088401754,24.24564540384336,-14.865578494723492
2000-11-18,-20.687756951876516,-3.7172203728878004,24.143996727879106,-15.185701611587975
2000-11-19,-22.160147729836133,-3.2376970072654854,24.236606210816475,-14.113872333567478
2000-11-20,-23.72315170197838,-1.4966921180738189,25.31342692936756,-14.671264522632459
2000-11-21,-23.870054869027673,-2.2247295013378596,23.86425244147052,-14.370751915357387
2000-11-22,-24.395410084900654,-2.063708666100537,24.645659238911463,-14.722574943564457
2000-11-23,-23.90393862459468,-1.3388475730311034,23.785930850866745,-15.965041956356432
2000-11-24,-23.61529445094031,-2.1191818035861503,25.117470018844312,-15.868743851814111
2000-11-25,-24.202528324993285,-3.0190197281462,25.4875809252573,-16.873233386753324
